"No.","Time","Source","Destination","Protocol","Length","Info"
"5358","7.711485","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=74, FN=0, Flags=.......TC"
"5362","7.713984","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=72, FN=0, Flags=.......TC"
"5368","7.715348","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=73, FN=0, Flags=.......TC"
"5372","7.715723","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=74, FN=0, Flags=.......TC"
"5374","7.716782","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=72, FN=0, Flags=.......TC"
"5378","7.720891","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=75, FN=0, Flags=.......TC"
"5382","7.724560","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=75, FN=0, Flags=.......TC"
"5386","7.726140","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=73, FN=0, Flags=.......TC"
"5394","7.828415","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=74, FN=0, Flags=.......TC"
"5396","7.829527","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=76, FN=0, Flags=....R..TC"
"5398","7.830586","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=76, FN=0, Flags=....R..TC"
"5402","7.836117","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=75, FN=0, Flags=.......TC"
"5406","7.836879","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=76, FN=0, Flags=.......TC"
"5410","7.839576","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=77, FN=0, Flags=.......TC"
"5414","7.840634","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=77, FN=0, Flags=.......TC"
"5418","7.845518","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=77, FN=0, Flags=.......TC"
"5426","7.948413","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=78, FN=0, Flags=.......TC"
"5428","7.949472","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=78, FN=0, Flags=....R..TC"
"5430","7.950584","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=78, FN=0, Flags=....R..TC"
"5434","7.953785","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=79, FN=0, Flags=.......TC"
"5438","7.956679","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=80, FN=0, Flags=.......TC"
"5442","7.957765","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=79, FN=0, Flags=.......TC"
"5446","7.958833","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=79, FN=0, Flags=.......TC"
"5452","7.960341","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=80, FN=0, Flags=.......TC"
"5454","7.961427","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=80, FN=0, Flags=.......TC"
"5458","7.965896","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=81, FN=0, Flags=.......TC"
"5466","8.068414","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=81, FN=0, Flags=.......TC"
"5468","8.069508","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=82, FN=0, Flags=....R..TC"
"5470","8.070585","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=81, FN=0, Flags=....R..TC"
"5474","8.073317","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=83, FN=0, Flags=.......TC"
"5478","8.076401","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=84, FN=0, Flags=.......TC"
"5482","8.077478","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=82, FN=0, Flags=.......TC"
"5486","8.078563","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=82, FN=0, Flags=.......TC"
"5490","8.085310","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=85, FN=0, Flags=.......TC"
"5494","8.087070","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=83, FN=0, Flags=.......TC"
"5498","8.088750","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=83, FN=0, Flags=.......TC"
"5506","8.188314","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=84, FN=0, Flags=.......TC"
"5508","8.189554","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=84, FN=0, Flags=....R..TC"
"5510","8.190630","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=86, FN=0, Flags=....R..TC"
"5514","8.191698","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=85, FN=0, Flags=.......TC"
"5521","8.195471","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=85, FN=0, Flags=.......TC"
"5523","8.196530","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=86, FN=0, Flags=.......TC"
"5527","8.198983","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=86, FN=0, Flags=.......TC"
"5531","8.200069","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=87, FN=0, Flags=.......TC"
"5535","8.202253","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=87, FN=0, Flags=.......TC"
"5539","8.205543","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=87, FN=0, Flags=.......TC"
"5547","8.308393","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=88, FN=0, Flags=.......TC"
"5549","8.309461","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=88, FN=0, Flags=....R..TC"
"5551","8.310529","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=88, FN=0, Flags=....R..TC"
"5555","8.314458","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=89, FN=0, Flags=.......TC"
"5559","8.316012","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=89, FN=0, Flags=.......TC"
"5565","8.318267","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=89, FN=0, Flags=.......TC"
"5569","8.320928","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=90, FN=0, Flags=.......TC"
"5573","8.322005","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=90, FN=0, Flags=.......TC"
"5581","8.428300","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=90, FN=0, Flags=.......TC"
"5583","8.429368","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=91, FN=0, Flags=.......TC"
"5585","8.430426","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=91, FN=0, Flags=.......TC"
"5589","8.431512","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=92, FN=0, Flags=.......TC"
"5593","8.436558","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=92, FN=0, Flags=.......TC"
"5597","8.437706","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=93, FN=0, Flags=.......TC"
"5601","8.438783","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=91, FN=0, Flags=.......TC"
"5605","8.443117","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=94, FN=0, Flags=.......TC"
"5609","8.444194","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=93, FN=0, Flags=.......TC"
"5613","8.447116","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=92, FN=0, Flags=.......TC"
"5621","8.548317","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=94, FN=0, Flags=.......TC"
"5623","8.549548","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=95, FN=0, Flags=....R..TC"
"5625","8.550607","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=93, FN=0, Flags=....R..TC"
"5629","8.553871","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=95, FN=0, Flags=.......TC"
"5633","8.554938","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=96, FN=0, Flags=.......TC"
"5637","8.556006","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=94, FN=0, Flags=.......TC"
"5643","8.557514","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=95, FN=0, Flags=.......TC"
"5645","8.558582","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=96, FN=0, Flags=.......TC"
"5651","8.560316","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=96, FN=0, Flags=.......TC"
"5653","8.561383","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=97, FN=0, Flags=.......TC"
"5657","8.563810","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=97, FN=0, Flags=.......TC"
"5665","8.668415","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=98, FN=0, Flags=.......TC"
"5667","8.669474","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=97, FN=0, Flags=....R..TC"
"5669","8.670577","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=98, FN=0, Flags=....R..TC"
"5673","8.674912","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=99, FN=0, Flags=.......TC"
"5677","8.675997","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=99, FN=0, Flags=.......TC"
"5681","8.677452","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=100, FN=0, Flags=.......TC"
"5685","8.678934","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=98, FN=0, Flags=.......TC"
"5689","8.680901","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=100, FN=0, Flags=.......TC"
"5693","8.685371","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=101, FN=0, Flags=.......TC"
"5697","8.688121","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=99, FN=0, Flags=.......TC"
"5705","8.788315","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=100, FN=0, Flags=.......TC"
"5707","8.789510","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=102, FN=0, Flags=....R..TC"
"5709","8.790614","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=101, FN=0, Flags=....R..TC"
"5713","8.791825","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=103, FN=0, Flags=.......TC"
"5717","8.797114","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=101, FN=0, Flags=.......TC"
"5723","8.800581","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=102, FN=0, Flags=.......TC"
"5727","8.801639","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=104, FN=0, Flags=.......TC"
"5735","8.908413","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=105, FN=0, Flags=.......TC"
"5737","8.909999","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=102, FN=0, Flags=....R..TC"
"5739","8.911057","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=103, FN=0, Flags=....R..TC"
"5743","8.912143","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=106, FN=0, Flags=.......TC"
"5747","8.915101","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=103, FN=0, Flags=.......TC"
"5751","8.916177","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=107, FN=0, Flags=.......TC"
"5759","8.922394","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=108, FN=0, Flags=.......TC"
"5767","9.028320","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=109, FN=0, Flags=.......TC"
"5769","9.029534","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=104, FN=0, Flags=....R..TC"
"5773","9.030619","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=105, FN=0, Flags=.......TC"
"5775","9.031705","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=104, FN=0, Flags=....R..TC"
"5779","9.035814","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=110, FN=0, Flags=.......TC"
"5785","9.037017","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=105, FN=0, Flags=.......TC"
"5789","9.037779","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=106, FN=0, Flags=.......TC"
"5793","9.038936","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=107, FN=0, Flags=.......TC"
"5797","9.040004","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=111, FN=0, Flags=.......TC"
"5801","9.047434","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=108, FN=0, Flags=.......TC"
"5809","9.148476","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=112, FN=0, Flags=....R..TC"
"5811","9.149552","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=109, FN=0, Flags=....R..TC"
"5813","9.150620","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=106, FN=0, Flags=....R..TC"
"5819","9.151840","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=110, FN=0, Flags=.......TC"
"5821","9.152908","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=113, FN=0, Flags=.......TC"
"5825","9.153211","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=114, FN=0, Flags=.......TC"
"5829","9.158652","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=111, FN=0, Flags=.......TC"
"5835","9.161462","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=115, FN=0, Flags=.......TC"
"5839","9.167488","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=112, FN=0, Flags=.......TC"
"5847","9.268467","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=107, FN=0, Flags=....R..TC"
"5849","9.269561","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=113, FN=0, Flags=....R..TC"
"5853","9.270233","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=114, FN=0, Flags=.......TC"
"5855","9.271291","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=116, FN=0, Flags=....R..TC"
"5859","9.272935","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=115, FN=0, Flags=.......TC"
"5863","9.278179","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=108, FN=0, Flags=.......TC"
"5869","9.280236","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=109, FN=0, Flags=.......TC"
"5873","9.281322","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=117, FN=0, Flags=.......TC"
"5881","9.388310","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=110, FN=0, Flags=.......TC"
"5883","9.389533","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=118, FN=0, Flags=....R..TC"
"5885","9.390600","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=116, FN=0, Flags=....R..TC"
"5889","9.391200","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=117, FN=0, Flags=.......TC"
"5893","9.396002","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=111, FN=0, Flags=.......TC"
"5897","9.397079","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=118, FN=0, Flags=.......TC"
"5901","9.398651","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=119, FN=0, Flags=.......TC"
"5905","9.400492","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=112, FN=0, Flags=.......TC"
"5909","9.406006","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=120, FN=0, Flags=.......TC"
"5913","9.407064","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=119, FN=0, Flags=.......TC"
"5921","9.508302","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=121, FN=0, Flags=.......TC"
"5923","9.509361","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=113, FN=0, Flags=.......TC"
"5925","9.510419","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=120, FN=0, Flags=.......TC"
"5929","9.511136","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=121, FN=0, Flags=.......TC"
"5933","9.512203","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=114, FN=0, Flags=.......TC"
"5937","9.514216","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=122, FN=0, Flags=.......TC"
